id,key,value,type
11285756,natural,coastline,regular
11285756,source,IBGE,regular
11286067,converted_by,mikes,regular
11286067,created_by,coast_josml.pl,regular
11286067,natural,water,regular
11286067,source,PGS,regular
29472624,highway,primary,regular
29472624,lit,yes,regular
29472624,name,Avenida Prefeito Severino Cabral,regular
29472624,network,BR,regular
29472624,oneway,yes,regular
29472624,ref,BR-230,regular
29472624,source,Yahoo hires,regular
29472624,surface,asphalt,regular
29472952,highway,primary,regular
29472952,name,Avenida Marechal Floriano Peixoto,regular
29472952,oneway,yes,regular
29472953,highway,primary,regular
29472953,lit,yes,regular
29472953,name,Avenida Marechal Floriano Peixoto,regular
29472953,oneway,yes,regular
29472954,highway,primary,regular
29472954,junction,roundabout,regular
29472955,highway,primary,regular
29472955,junction,roundabout,regular
29472956,highway,primary,regular
29472956,lit,yes,regular
29472956,name,Avenida Marechal Floriano Peixoto,regular
29472956,oneway,yes,regular
29472957,highway,primary,regular
29472957,name,Avenida Marechal Floriano Peixoto,regular
29472957,oneway,yes,regular
29472958,highway,primary,regular
29472958,name,Avenida Marechal Floriano Peixoto,regular
29472958,oneway,yes,regular
29472959,highway,primary,regular
29472959,name,Avenida Marechal Floriano Peixoto,regular
29472959,oneway,yes,regular
29472960,highway,primary,regular
29472960,name,Avenida Assis Chateubriand,regular
29472962,highway,secondary_link,regular
29472962,name,Rua Paulo Frontin,regular
29472962,oneway,yes,regular
29472963,highway,primary,regular
29472963,lit,yes,regular
29472963,name,Avenida Dom Pedro II,regular
29472963,oneway,yes,regular
29472964,highway,residential,regular
29472964,name,Rua Siqueira Campos,regular
29472964,oneway,yes,regular
29472966,highway,primary,regular
29472966,lit,yes,regular
29472966,name,Rua Vereador Arrojado Lisboa,regular
29472967,highway,unclassified,regular
29472967,oneway,yes,regular
29472968,highway,primary,regular
29472968,lit,yes,regular
29472968,name,Avenida Marechal Floriano Peixoto,regular
29472968,oneway,yes,regular
29472969,highway,primary,regular
29472969,lanes,3,regular
29472969,psv,1,lanes
29472969,lit,yes,regular
29472969,name,Avenida Marechal Floriano Peixoto,regular
29472969,oneway,yes,regular
29472970,highway,secondary,regular
29472970,lit,yes,regular
29472970,name,Rua Doutor Severino Cruz,regular
29472970,oneway,yes,regular
29472971,highway,secondary,regular
29472971,lit,yes,regular
29472971,name,Rua Vila Nova da Rainha,regular
29472971,oneway,yes,regular
29472972,highway,secondary,regular
29472972,name,Rua Treze de Maio,regular
29472972,oneway,yes,regular
29472973,highway,residential,regular
29472973,name,Rua Espírito Santo,regular
29472973,oneway,no,regular
29472973,source,Bing,regular
29472974,highway,tertiary,regular
29472974,name,Rua Agrígio Pereira Nepomuceno,regular
29472974,oneway,yes,regular
29472975,highway,tertiary,regular
29472975,name,Rua Gasparino Barreto,regular
29472975,oneway,yes,regular
29472976,highway,residential,regular
29472976,name,Rua Santa Catarina,regular
29472976,oneway,no,regular
29472976,source,Bing,regular
29472977,highway,primary,regular
29472977,name,Avenida Almirante Barroso,regular
29472977,oneway,yes,regular
29472977,source,Bing,regular
29472978,highway,residential,regular
29472978,name,Rua Rio de Janeiro,regular
29472979,highway,secondary,regular
29472979,name,Rua Pedro Leal,regular
29472979,oneway,yes,regular
29472980,highway,primary,regular
29472980,junction,roundabout,regular
29472980,lanes,2,regular
29472980,lit,yes,regular
29472981,highway,secondary,regular
29472981,lanes,2,regular
29472981,lit,yes,regular
29472981,name,Rua Giló Guedes,regular
29472981,oneway,yes,regular
29472982,highway,primary,regular
29472982,junction,roundabout,regular
29472982,lit,yes,regular
29472983,highway,secondary,regular
29472983,lanes,2,regular
29472983,psv,1,lanes
29472983,lit,yes,regular
29472983,oneway,yes,regular
29472983,ref,BR-104,regular
29472983,surface,asphalt,regular
29473040,highway,secondary,regular
29473040,lit,yes,regular
29473040,oneway,yes,regular
29473041,highway,secondary,regular
29473041,lit,yes,regular
29473041,name,Rua Paulo Frontin,regular
29473041,oneway,yes,regular
29473042,highway,secondary,regular
29473042,name,Avenida Professor Almeida Barreto,regular
29473042,oneway,yes,regular
29473044,highway,primary,regular
29473044,junction,roundabout,regular
29473045,highway,primary,regular
29473045,name,Avenida Marechal Floriano Peixoto,regular
29473045,oneway,yes,regular
29473046,highway,primary,regular
29473046,name,Avenida Marechal Floriano Peixoto,regular
29473046,oneway,yes,regular
29473047,highway,service,regular
29473048,highway,service,regular
29473048,oneway,yes,regular
30554038,left:conditional,lane @ (Su 07:00-16:00),cycleway
30554038,highway,primary,regular
30554038,maxspeed,50,regular
30554038,name,Avenida Presidente Epitácio Pessoa,regular
30554038,oneway,yes,regular
30554038,source,Yahoo,regular
30554372,highway,tertiary,regular
30554372,name,Avenida Piauí,regular
30554372,oneway,yes,regular
30554497,highway,tertiary,regular
30554497,name,Rua Joaquim Pires,regular
30554497,oneway,yes,regular
30554638,highway,residential,regular
30554638,name,Avenida Rio Grande do Sul,regular
30554638,source,Yahoo,regular
30555619,highway,residential,regular
30555619,name,Rua Severino Cabral,regular
30555619,oneway,no,regular
30555619,source,Bing,regular
31513993,highway,tertiary,regular
31513993,source,IBGE,regular
31514074,highway,tertiary,regular
31514074,name,Estrada Para Nazaré,regular
31514074,ref,PB-141,regular
31514074,source,IBGE,regular
31518793,CD_ADMINIS,estadual,IBGE
31518793,highway,secondary,regular
31518793,oneway,no,regular
31518793,source,IBGE,regular
31519356,CD_ADMINIS,federal,IBGE
31519356,highway,motorway_link,regular
31519356,oneway,yes,regular
31519356,source,IBGE,regular
31519356,surface,asphalt,regular
31519389,highway,secondary,regular
31519389,lanes,2,regular
31519389,name,Rodovia Antônio Carneiro da Cunha Neto,regular
31519389,oneway,no,regular
31519389,ref,PB-004,regular
31519389,source,GPS,regular
31519389,surface,DNIT; Bing; survey,source
31519389,surface,asphalt,regular
31519619,CD_ADMINIS,federal,IBGE
31519619,highway,motorway,regular
31519619,lanes,2,regular
31519619,lit,yes,regular
31519619,maxspeed,100,regular
31519619,name,Avenida Santo Amaro,regular
31519619,oneway,yes,regular
31519619,ref,BR-101,regular
31519619,source,GPS,regular
31519619,surface,asphalt,regular
31549139,destination,PB-073,regular
31549139,highway,secondary,regular
31549139,oneway,yes,regular
31549139,source,GPS,regular
38263336,highway,residential,regular
38263336,lit,yes,regular
38263336,name,Rua Paulo França Marinho,regular
38263410,highway,residential,regular
38263410,lit,yes,regular
38263410,name,Rua Yayá de Amorim Coutinho,regular
38264542,highway,secondary,regular
38264542,lit,yes,regular
38264542,maxspeed,50,regular
38264542,type,sign,maxspeed
38264542,name,Rua Tito Silva,regular
38264542,oneway,yes,regular
38264542,surface,asphalt,regular
38264543,highway,tertiary,regular
38264543,lit,yes,regular
38264543,name,Rua Giácomo Porto,regular
38264543,oneway,yes,regular
38264705,highway,tertiary,regular
38264705,lit,yes,regular
38264705,name,Rua Vereador Alberto Falcão Barroca,regular
38264705,oneway,yes,regular
38264847,highway,residential,regular
38264847,lit,yes,regular
38264847,name,Rua Otávio Novais,regular
38264859,highway,tertiary,regular
38264859,lit,yes,regular
38264859,name,Rua Professor Francisco de Oliveira Porto,regular
38264859,oneway,yes,regular
38321211,highway,tertiary,regular
38321211,lit,yes,regular
38321211,name,Rua Jorge Faraj,regular
38321211,oneway,yes,regular
38322610,highway,tertiary,regular
38322610,lit,yes,regular
38322610,name,Rua Wandick Pinto Filgueiras,regular
38322610,oneway,yes,regular
38689062,highway,residential,regular
38689062,lit,yes,regular
38689062,name,Rua Major Salustiano Ribeiro,regular
38689069,highway,tertiary,regular
38689069,lit,yes,regular
38689069,name,Rua Professora Emerentina Coelho,regular
38689069,oneway,yes,regular
38689072,highway,residential,regular
38689072,lit,yes,regular
38689072,name,Rua Pedro Velho,regular
38689075,highway,residential,regular
38689075,lit,yes,regular
38689075,name,Rua João de Pessoa,regular
38689081,highway,residential,regular
38689081,lit,yes,regular
38689081,name,Avenida Carlos Barros,regular
38689092,highway,residential,regular
38689092,lit,yes,regular
38689092,name,Avenida Manoel Cândido Leite,regular
38689095,highway,residential,regular
38689095,lit,yes,regular
38689095,name,Rua José Clementino de Oliveira,regular
38689099,highway,tertiary,regular
38689099,name,Rua Sem Nome 7068,regular
38689099,oneway,yes,regular
38689114,highway,residential,regular
38689114,lit,yes,regular
38689114,name,Rua Deputado José Mariz,regular
38689122,highway,residential,regular
38689122,lit,yes,regular
38689122,name,Rua Severino Alves Aires,regular
38689122,oneway,yes,regular
38689124,highway,residential,regular
38689124,lit,yes,regular
38689124,name,Rua Governador José Gomes da Silva,regular
38689125,highway,residential,regular
38689125,lit,yes,regular
38689125,name,Rua Evaldo Wanderley,regular
38689537,highway,residential,regular
38689537,lit,yes,regular
38689537,name,Rua Deputado Jader Medeiros,regular
38689537,oneway,yes,regular
38689927,highway,residential,regular
38689927,lit,yes,regular
38689927,maxspeed,50,regular
38689927,name,Praça João Brasil Mesquita,regular
38689927,oneway,no,regular
38689931,highway,residential,regular
38689931,lit,yes,regular
38689931,name,Rua das Acácias,regular
38689936,highway,tertiary,regular
38689936,name,Rua da Aurora,regular
38689936,oneway,yes,regular
38689937,highway,residential,regular
38689937,lit,yes,regular
38689937,name,Rua do Sol,regular
38690045,highway,secondary,regular
38690045,lit,yes,regular
38690045,name,Rua Hilda Coutinho Lucena,regular
38690045,oneway,yes,regular
43041697,source,IBGE,regular
43041698,source,IBGE,regular
43041703,highway,residential,regular
43041703,name,Rua Pernambuco,regular
43041703,source,IBGE,regular
43041707,source,IBGE,regular
43041708,source,IBGE,regular
43041712,source,IBGE,regular
43041714,source,IBGE,regular
43041725,intermittent,yes,regular
43041725,name,Rio Gurinhém,regular
43041725,source,IBGE,regular
43041725,waterway,river,regular
43041728,source,IBGE,regular
43041729,source,IBGE,regular
43041747,source,IBGE,regular
43041748,highway,unclassified,regular
43041748,source,IBGE,regular
43041759,source,IBGE,regular
43041760,intermittent,yes,regular
43041760,name,Rio Bodocongó,regular
43041760,source,IBGE,regular
43041760,waterway,stream,regular
43041766,intermittent,yes,regular
43041766,name,Riacho Curimataú,regular
43041766,source,IBGE,regular
43041766,waterway,stream,regular
43041771,source,IBGE,regular
43041775,name,Rio Gramame,regular
43041775,source,IBGE;Bing,regular
43041775,waterway,river,regular
43041780,source,IBGE,regular
43041785,name,Rio Paraíba,regular
43041785,source,IBGE,regular
43041785,waterway,river,regular
43041787,source,IBGE,regular
43041794,source,IBGE,regular
43041797,source,IBGE,regular
43041803,source,IBGE,regular
43041804,source,IBGE,regular
43041806,electrified,no,regular
43041806,gauge,1000,regular
43041806,name,Ramal de Campina Grande,regular
43041806,railway,rail,regular
43041806,source,IBGE,regular
43041806,usage,main,regular
43041808,intermittent,yes,regular
43041808,name,Riacho Curimataú,regular
43041808,source,IBGE,regular
43041808,waterway,stream,regular
43041819,source,IBGE,regular
43041840,source,IBGE,regular
43041841,intermittent,yes,regular
43041841,name,Rio Gurinhém,regular
43041841,source,IBGE,regular
43041841,waterway,river,regular
43041846,highway,primary,regular
43041846,lanes,2,regular
43041846,lit,no,regular
43041846,maxspeed,100,regular
43041846,oneway,no,regular
43041846,ref,BR-412,regular
43041846,source,GPS,regular
43041846,surface,asphalt,regular
43041850,name,Rio Paraíba,regular
43041850,source,IBGE,regular
43041850,waterway,river,regular
43041854,source,IBGE,regular
43041857,intermittent,yes,regular
43041857,name,Rio São Pedro,regular
43041857,source,IBGE,regular
43041857,waterway,stream,regular
43041868,source,IBGE,regular
43041876,source,IBGE,regular
43041880,source,IBGE,regular
43041881,source,IBGE,regular
43041889,intermittent,yes,regular
43041889,name,Rio Gurinhém,regular
43041889,source,IBGE,regular
43041889,waterway,river,regular
43041890,intermittent,yes,regular
43041890,name,Riacho Curimataú,regular
43041890,source,IBGE,regular
43041890,waterway,stream,regular
43041891,source,IBGE,regular
43041892,source,IBGE,regular
43041894,source,IBGE,regular
43041895,highway,unclassified,regular
43041895,name,Avenida Paris,regular
43041895,source,IBGE,regular
43041900,source,IBGE,regular
43041907,source,IBGE,regular
43041909,intermittent,yes,regular
43041909,name,Riacho Surrão,regular
43041909,source,IBGE,regular
43041909,waterway,stream,regular
43041916,source,IBGE,regular
43041917,source,IBGE,regular
43041955,source,IBGE,regular
43041961,name,Rio Gramame,regular
43041961,source,IBGE;Bing,regular
43041961,waterway,river,regular
43041974,source,IBGE,regular
43041976,name,Rio Paraíba,regular
43041976,source,IBGE,regular
43041976,waterway,river,regular
43041977,source,IBGE,regular
43041981,source,IBGE,regular
43041982,source,IBGE,regular
43041999,source,IBGE,regular
43042014,intermittent,yes,regular
43042014,name,Riacho Acatu,regular
43042014,source,IBGE,regular
43042014,waterway,stream,regular
43042020,source,IBGE,regular
43042023,source,IBGE,regular
43042026,source,IBGE,regular
43042036,source,IBGE,regular
43042057,source,IBGE,regular
43042065,intermittent,yes,regular
43042065,source,IBGE,regular
43042065,waterway,stream,regular
43042069,name,Rio Paraíba,regular
43042069,source,IBGE,regular
43042069,waterway,river,regular
43042078,source,IBGE,regular
43042082,source,IBGE,regular
43042096,source,IBGE,regular
43042099,intermittent,yes,regular
43042099,name,Rio Gurinhém,regular
43042099,source,IBGE,regular
43042099,waterway,river,regular
43042114,source,IBGE,regular
43042119,source,IBGE,regular
43042122,source,IBGE,regular
43042131,source,IBGE,regular
43042132,source,IBGE,regular
43042148,source,IBGE,regular
43042152,source,IBGE,regular
43042153,source,IBGE,regular
43042155,source,IBGE,regular
43042171,intermittent,yes,regular
43042171,name,Rio Paraibinha,regular
43042171,source,IBGE,regular
43042171,waterway,stream,regular
43042174,source,IBGE,regular
43042193,source,IBGE,regular
43042198,source,IBGE,regular
43042199,intermittent,yes,regular
43042199,name,Rio Boa Vista,regular
43042199,source,IBGE,regular
43042199,waterway,stream,regular
43042204,source,IBGE,regular
43042205,source,IBGE,regular
43042207,source,IBGE,regular
43042212,intermittent,yes,regular
43042212,source,IBGE,regular
43042212,waterway,stream,regular
43042214,intermittent,yes,regular
43042214,name,Rio Boa Vista,regular
43042214,source,IBGE,regular
43042214,waterway,stream,regular
43042217,intermittent,yes,regular
43042217,name,Riacho da Ramada,regular
43042217,source,IBGE,regular
43042217,waterway,stream,regular
43042222,source,IBGE,regular
43042223,source,IBGE,regular
43042231,source,IBGE,regular
43042238,source,IBGE,regular
43042241,source,IBGE,regular
43042248,source,IBGE,regular
43042261,source,IBGE,regular
43042294,intermittent,yes,regular
43042294,name,Riacho Gurinhém,regular
43042294,source,IBGE,regular
43042294,waterway,stream,regular
43042301,source,IBGE,regular
43042319,source,IBGE,regular
43042324,intermittent,yes,regular
43042324,name,Rio Gurinhém,regular
43042324,source,IBGE,regular
43042324,waterway,river,regular
43042333,source,IBGE,regular
43042339,source,IBGE,regular
43042340,source,IBGE,regular
43042347,intermittent,yes,regular
43042347,name,Rio Paraibinha,regular
43042347,source,IBGE,regular
43042347,waterway,stream,regular
43042356,source,IBGE,regular
43187083,name,Riacho Camutanga,regular
43187083,source,IBGE,regular
43187083,waterway,stream,regular
43187281,name,Rio Água Torta,regular
43187281,source,IBGE,regular
43187281,waterway,river,regular
43187376,source,IBGE,regular
43187547,source,IBGE,regular
43187550,source,IBGE,regular
43187579,source,IBGE,regular
46098710,highway,tertiary,regular
46098710,name,Rua Mardokeu Nacre,regular
46098710,oneway,yes,regular
46098711,highway,secondary,regular
46098711,lanes,2,regular
46098711,oneway,no,regular
46098711,ref,PB-004,regular
46098711,source,Yahoo,regular
46098711,surface,DNIT; Bing; survey,source
46098711,surface,asphalt,regular
46098715,highway,primary,regular
46098715,maxspeed,50,regular
46098715,name,Avenida Governador Argemiro de Figueiredo,regular
46098715,oneway,yes,regular
46098715,surface,asphalt,regular
46256535,highway,residential,regular
46256535,name,Rua Poeta Luiz Raimundo Batista de Carvalho,regular
46256540,highway,primary,regular
46256540,lanes,2,regular
46256540,lit,yes,regular
46256540,maxspeed,50,regular
46256540,name,Avenida Presidente Afonso Pena,regular
46256540,oneway,yes,regular
46256564,highway,residential,regular
46256564,name,Rua Norberto de Castro Nogueira,regular
46257665,highway,residential,regular
46257665,name,Avenida Sapé,regular
46257665,oneway,yes,regular
46257670,highway,residential,regular
46257670,lit,yes,regular
46257670,name,Rua Coronel Severino Lucena,regular
46257672,highway,secondary,regular
46257672,name,Rua Santos Coelho Neto,regular
46257672,oneway,yes,regular
46257680,highway,residential,regular
46257680,name,Rua Eutiquiano Barreto,regular
46257680,surface,paving_stones,regular
46257684,highway,secondary,regular
46257684,name,Avenida Guarabira,regular
46257684,oneway,yes,regular
46257689,highway,residential,regular
46257689,name,Rua Francisco Claudino Pereira,regular
46257690,highway,residential,regular
46257690,name,Avenida São Gonçalo,regular
46257690,oneway,yes,regular
46350355,highway,residential,regular
46350355,name,Rua Francisco Martins de Oliveira,regular
46549902,building,yes,regular
46549902,name,Hiper Bompreço,regular
46549902,shop,supermarket,regular
46550292,highway,trunk,regular
46550292,lanes,2,regular
46550292,lit,yes,regular
46550292,maxspeed,60,regular
46550292,name,Rodovia Governador Pedro Gondim,regular
46550292,network,BR,regular
46550292,oneway,yes,regular
46550292,ref,BR-230;PB-008,regular
46550292,source,Yahoo hires,regular
46550292,surface,asphalt,regular
46551104,bridge,viaduct,regular
46551104,left:conditional,lane @ (Su 07:00-16:00),cycleway
46551104,highway,primary,regular
46551104,lanes,3,regular
46551104,layer,1,regular
46551104,lit,yes,regular
46551104,name,Avenida Presidente Epitácio Pessoa,regular
46551104,oneway,yes,regular
46568939,bridge,viaduct,regular
46568939,highway,trunk,regular
46568939,layer,1,regular
46568939,lit,yes,regular
46568939,name,Rodovia Governador Antônio Mariz,regular
46568939,network,BR,regular
46568939,oneway,yes,regular
46568939,ref,BR-230;PB-008,regular
46568939,source,Yahoo hires,regular
46569777,highway,secondary,regular
46569777,junction,roundabout,regular
46569777,name,Girador UFPB - Reitoria,regular
46569777,source,Yahoo hires,regular
46570005,highway,secondary,regular
46570005,name,José Serrano Navarro,regular
46570005,oneway,yes,regular
46570005,source,Yahoo hires,regular
46570005,surface,asphalt,regular
46571177,destination,Avenida Dom Pedro II,regular
46571177,highway,primary_link,regular
46571177,oneway,yes,regular
46571177,source,Yahoo hires,regular
46571177,surface,asphalt,regular
46571248,highway,trunk,regular
46571248,lanes,2,regular
46571248,lit,yes,regular
46571248,name,Rodovia Governador Antônio Mariz,regular
46571248,network,BR,regular
46571248,oneway,yes,regular
46571248,ref,BR-230;PB-008,regular
46571248,source,Yahoo hires,regular
46571248,surface,asphalt,regular
46571272,bridge,viaduct,regular
46571272,highway,trunk,regular
46571272,layer,1,regular
46571272,lit,yes,regular
46571272,name,Rodovia Governador Antônio Mariz,regular
46571272,network,BR,regular
46571272,oneway,yes,regular
46571272,ref,BR-230;PB-008,regular
46571272,source,Yahoo hires,regular
46577777,highway,primary,regular
46577777,lit,yes,regular
46577777,maxspeed,30,regular
46577777,name,Rua Doutor Otávio Amorim,regular
46577777,source,Yahoo hires,regular
46577928,highway,tertiary,regular
46577928,lit,yes,regular
46577928,maxspeed,30,regular
46577928,name,Rua Desembargador Sólon de Lucena,regular
46577928,source,Yahoo hires,regular
46577930,highway,residential,regular
46577930,lit,yes,regular
46577930,maxspeed,30,regular
46577930,name,Rua Desembargador Sindulfo Santiago,regular
46577930,source,Yahoo hires,regular
46577932,highway,residential,regular
46577932,lit,yes,regular
46577932,maxspeed,30,regular
46577932,name,Rua Rio Branco,regular
46577932,source,Yahoo hires,regular
46577933,highway,residential,regular
46577933,lit,yes,regular
46577933,maxspeed,30,regular
46577933,name,Rua Dom Adauto,regular
46577933,source,Yahoo hires,regular
46577935,highway,residential,regular
46577935,lit,yes,regular
46577935,maxspeed,30,regular
46577935,name,Rua Coronel Aureliano,regular
46577935,source,Yahoo hires,regular
46577936,highway,residential,regular
46577936,lit,yes,regular
46577936,maxspeed,30,regular
46577936,name,Rua Rodrigues Alves,regular
46577936,source,Yahoo hires,regular
46577939,highway,residential,regular
46577939,lit,yes,regular
46577939,maxspeed,30,regular
46577939,name,Rua Monte Alegre,regular
46577939,source,Yahoo hires,regular
46577940,highway,residential,regular
46577940,source,Yahoo hires,regular
46577942,highway,residential,regular
46577942,lit,yes,regular
46577942,maxspeed,30,regular
46577942,name,Rua São Pedro,regular
46577942,source,Yahoo hires,regular
46577950,highway,residential,regular
46577950,lit,yes,regular
46577950,maxspeed,30,regular
46577950,name,Rua José Paulino Cavalcante,regular
46577950,source,Yahoo hires,regular
46577977,highway,residential,regular
46577977,name,Rua Doutor Pedrosa,regular
46577977,source,Yahoo hires,regular
46578006,highway,residential,regular
46578006,lit,yes,regular
46578006,maxspeed,30,regular
46578006,name,Rua Primeiro de Maio,regular
46578006,source,Yahoo hires,regular
46578028,highway,residential,regular
46578028,lit,yes,regular
46578028,maxspeed,30,regular
46578028,name,Rua Maria da Paz Lacete,regular
46578028,source,Yahoo hires,regular
46578029,highway,residential,regular
46578029,lit,yes,regular
46578029,maxspeed,30,regular
46578029,name,Rua Presidente Eurico Dutra,regular
46578029,source,Yahoo hires,regular
46578030,bridge,yes,regular
46578030,highway,residential,regular
46578030,layer,1,regular
46578030,source,Yahoo hires,regular
46578031,highway,residential,regular
46578031,source,Yahoo hires,regular
46578033,highway,residential,regular
46578033,source,Yahoo hires,regular
46578035,highway,residential,regular
46578035,source,Yahoo hires,regular
46578060,highway,tertiary,regular
46578060,lit,yes,regular
46578060,maxspeed,30,regular
46578060,name,Rua Nossa Senhora do Rosário,regular
46578060,source,Yahoo hires,regular
46578061,highway,primary,regular
46578061,name,Rua Governador Flávio Ribeiro Coutinho,regular
46578061,source,Yahoo hires,regular
46578062,highway,primary,regular
46578062,name,Rua Governador Flávio Ribeiro Coutinho,regular
46578062,source,Yahoo hires,regular
46578066,highway,residential,regular
46578066,lit,yes,regular
46578066,maxspeed,30,regular
46578066,name,Rua Afonso Pena,regular
46578066,source,Yahoo hires,regular
46578077,highway,residential,regular
46578077,lit,yes,regular
46578077,maxspeed,30,regular
46578077,name,Rua São José,regular
46578077,source,Yahoo hires,regular
46578082,highway,residential,regular
46578082,lit,yes,regular
46578082,maxspeed,30,regular
46578082,name,Rua 22 de Maio,regular
46578082,official_name,Rua Vinte e Dois de Maio,regular
46578082,source,Yahoo hires,regular
46578201,railway,light_rail,regular
46578201,source,Bing,regular
46578368,CD_ADMINIS,federal,IBGE
46578368,bridge,yes,regular
46578368,highway,motorway,regular
46578368,layer,1,regular
46578368,name,Rodovia Governador Mário Covas,regular
46578368,oneway,yes,regular
46578368,ref,BR-101,regular
46578368,source,GPS,regular
46578368,surface,paved,regular
46829836,left:conditional,lane @ (Su 07:00-16:00),cycleway
46829836,highway,primary,regular
46829836,lanes,3,regular
46829836,lit,yes,regular
46829836,maxspeed,50,regular
46829836,name,Avenida Presidente Epitácio Pessoa,regular
46829836,oneway,yes,regular
46829836,source,Yahoo,regular
46829838,highway,secondary,regular
46829838,maxspeed,50,regular
46829838,type,sign,maxspeed
46829838,name,Avenida Monteiro Lobato,regular
46829838,oneway,yes,regular
46829838,source,Yahoo,regular
46829838,surface,asphalt,regular
46829839,highway,residential,regular
46829839,lit,yes,regular
46829839,name,Avenida Antônio Lira,regular
46829839,oneway,yes,regular
46829839,source,Yahoo,regular
46829840,highway,primary,regular
46829840,maxspeed,50,regular
46829840,type,sign,maxspeed
46829840,name,Rua Professora Maria Sales,regular
46829840,oneway,yes,regular
46829840,source,Yahoo,regular
46829840,surface,asphalt,regular
46829841,highway,secondary,regular
46829841,lit,yes,regular
46829841,name,Avenida Infante Dom Henrique,regular
46829841,oneway,yes,regular
46829841,source,Yahoo,regular
46829843,highway,residential,regular
46829843,lanes,2,regular
46829843,name,Rua Severino Massa Spinelli,regular
46829843,source,Yahoo,regular
46829843,surface,asphalt,regular
46829849,highway,residential,regular
46829849,lit,yes,regular
46829849,maxspeed,30,regular
46829849,name,Rua Maria Elizabeth,regular
46829849,oneway,no,regular
46829849,source,Yahoo,regular
46829850,highway,residential,regular
46829850,lit,yes,regular
46829850,maxspeed,40,regular
46829850,name,Avenida Buarque,regular
46829850,oneway,yes,regular
46829850,source,Yahoo,regular
46829851,left:conditional,lane @ (Su 07:00-16:00),cycleway
46829851,highway,secondary,regular
46829851,lit,yes,regular
46829851,name,Avenida Presidente Epitácio Pessoa,regular
46829851,oneway,yes,regular
46829851,source,Yahoo,regular
46829852,highway,residential,regular
46829852,lit,yes,regular
46829852,name,Avenida Índio Arabutan,regular
46829852,oneway,yes,regular
46829852,source,Yahoo,regular
46829853,highway,secondary,regular
46829853,lit,yes,regular
46829853,name,Avenida Cairu,regular
46829853,oneway,yes,regular
46829853,source,Yahoo,regular
46829854,highway,secondary,regular
46829854,lit,yes,regular
46829854,name,Avenida Juiz Amaro Bezerra,regular
46829854,oneway,yes,regular
46829854,source,Yahoo,regular
46829855,highway,residential,regular
46829855,lit,yes,regular
46829855,name,Rua Adolfo Loureiro Franca,regular
46829855,source,Yahoo,regular
46829858,highway,residential,regular
46829858,lit,yes,regular
46829858,name,Rua Maria Loureiro Franca,regular
46829858,source,Yahoo,regular
46829861,highway,secondary,regular
46829861,lit,yes,regular
46829861,name,Rua Francisco Diomedes Cantalice,regular
46829861,oneway,yes,regular
46829861,source,Yahoo,regular
46829862,highway,secondary,regular
46829862,lit,yes,regular
46829862,name,Rua Paulino Pinto,regular
46829862,oneway,yes,regular
46829862,source,Yahoo,regular
46829863,bridge,yes,regular
46829863,highway,trunk,regular
46829863,lanes,2,regular
46829863,layer,1,regular
46829863,lit,yes,regular
46829863,maxspeed,60,regular
46829863,name,Rodovia Governador Antônio Mariz,regular
46829863,network,BR,regular
46829863,oneway,yes,regular
46829863,ref,BR-230;PB-008,regular
46829863,source,Yahoo hires,regular
46829863,surface,asphalt,regular
46829865,street,Avenida Abdias Gomes de Almeida,addr
46829865,amenity,arts_centre,regular
46829865,building,yes,regular
46829865,name,Funesc- Fundação Espaço Cultural José Lins do Rego,regular
46829865,opening_hours,08:00-22:00,regular
46829865,source,Yahoo Imagery,regular
46829866,bridge,viaduct,regular
46829866,left:conditional,lane @ (Su 07:00-16:00),cycleway
46829866,highway,primary,regular
46829866,lanes,3,regular
46829866,layer,1,regular
46829866,lit,yes,regular
46829866,name,Avenida Presidente Epitácio Pessoa,regular
46829866,oneway,yes,regular
46829866,source,Yahoo,regular
46829867,highway,secondary,regular
46829867,lit,yes,regular
46829867,name,Rua Coronel Miguel Sátiro,regular
46829867,oneway,yes,regular
46829867,source,Yahoo,regular
46829868,highway,secondary,regular
46829868,lit,yes,regular
46829868,name,Rua Manoel Cavalcante Souza,regular
46829868,oneway,yes,regular
46829868,source,Yahoo,regular
46829869,highway,residential,regular
46829869,name,Rua Joaquim Avidano,regular
46829871,highway,residential,regular
46829871,lit,yes,regular
46829871,name,Rua Antônio Lustosa Cabral,regular
46829871,source,Yahoo,regular
46829874,highway,residential,regular
46829874,lit,yes,regular
46829874,maxspeed,40,regular
46829874,name,Rua Gilvan Marinho Muribeca,regular
46829874,oneway,yes,regular
46829874,source,Yahoo,regular
46829875,highway,residential,regular
46829875,lit,yes,regular
46829875,maxspeed,40,regular
46829875,name,Rua Osiris de Belli,regular
46829875,oneway,yes,regular
46829875,source,Yahoo,regular
46829878,highway,residential,regular
46829878,lit,yes,regular
46829878,name,Avenida Antônio Lira,regular
46829878,source,Yahoo,regular
46829880,source,Yahoo,regular
46829880,waterway,canal,regular
46829881,layer,-1,regular
46829881,source,Bing,regular
46829881,tunnel,yes,regular
46829881,waterway,drain,regular
46829884,highway,secondary,regular
46829884,name,Rua Francisco Leocádio Ribeiro Coutinho,regular
46829884,oneway,yes,regular
46829884,source,Yahoo,regular
46829885,highway,residential,regular
46829885,lit,yes,regular
46829885,name,Avenida Aluísio Franca,regular
46829885,oneway,yes,regular
46829885,source,Yahoo,regular
